id,year_birth,education,marital_status,income,kid_home,teen_home,registration_date,recency,amt_liquor,amt_vegetable,amt_meat,amt_fish,amt_chocolate,amt_commodity,num_deals,num_web_purchase,num_instore_purchase,web_visits_per_month,response,complain,country,lead_conversion
2712,1957,Bachelor,Couple,7186600,0,1,12/25/13,85,184,178,178,103,39,33,1,6,10,3,0,0,AUS,0
2715,1967,Master,Single,2943500,1,1,08/06/12,11,70,3,37,4,2,64,4,3,2,9,1,0,CA,0
2724,1982,Master,Single,3614300,1,0,3/30/14,33,12,0,1,0,0,6,1,0,2,3,0,0,SP,0
2727,1974,Bachelor,Couple,5710000,0,0,12/04/13,19,181,21,69,39,3,96,1,3,6,3,0,0,SA,0
2730,1956,Bachelor,Single,8031700,0,0,8/20/13,64,536,11,387,149,91,57,1,3,10,1,0,0,CA,0
2736,1979,Bachelor,Couple,7380700,0,1,01/02/13,88,366,124,156,71,78,54,2,5,11,2,0,0,IND,0
2740,1959,Doctorate,Single,3343800,1,1,9/22/13,81,62,1,16,3,2,6,4,2,4,5,0,0,SP,0
2747,1989,Doctorate,Couple,6754600,0,0,8/31/12,90,864,134,768,150,38,172,1,4,5,3,0,0,SP,0
2781,1982,Bachelor,Single,7206600,0,0,6/23/14,55,1003,34,536,134,51,34,1,4,6,2,1,0,SA,2
2782,1962,Doctorate,Couple,5445600,0,1,07/11/13,23,352,0,27,10,0,15,3,6,7,6,0,0,SP,0
2793,1977,Doctorate,Single,7017900,0,1,7/21/13,10,532,88,168,69,44,133,3,7,13,5,0,0,SA,0
2795,1959,Master,Single,3052300,2,1,07/01/13,0,5,0,3,0,0,5,1,1,2,7,0,0,CA,0
2797,1978,Bachelor,Couple,7211700,0,1,8/20/13,34,707,20,171,65,60,50,1,9,9,5,0,0,SP,0
2798,1978,Doctorate,Couple,10216000,0,0,11/02/12,54,763,29,138,76,176,58,0,7,10,4,1,0,SA,3
2802,1993,Master,Couple,8700000,0,0,12/15/12,61,196,25,607,67,17,49,1,4,7,2,0,0,AUS,0
2804,1976,Master,Single,4609800,1,1,8/18/12,86,57,0,27,0,0,36,4,3,2,8,1,0,IND,0
2807,1970,Bachelor,Couple,5679600,0,1,2/16/13,24,656,38,161,62,47,37,3,8,7,7,0,0,SP,0
2811,1964,Doctorate,Single,4891800,1,1,04/12/14,21,52,0,9,0,0,1,2,1,4,4,0,0,SP,0
2814,1977,Master,Couple,3056000,1,0,6/27/13,6,9,1,5,4,5,7,1,1,3,7,0,0,SA,0
2815,1976,Bachelor,Couple,3318300,1,0,2/24/14,46,7,5,39,17,15,37,2,4,3,7,0,0,SP,0
2826,1968,Bachelor,Couple,2257400,2,1,10/28/13,28,25,0,8,2,0,2,2,2,3,7,0,0,SP,0
2829,1956,Bachelor,Couple,6521000,0,1,03/10/14,25,626,0,70,0,7,28,2,9,8,6,0,0,CA,2
2831,1977,Bachelor,Couple,7841600,0,1,6/27/14,99,453,38,279,188,38,183,2,7,10,3,0,0,SP,0
2836,1973,Doctorate,Couple,4326900,1,0,9/16/13,61,10,1,7,0,0,1,1,1,2,8,0,0,GER,0
2849,1980,Bachelor,Single,6047400,0,1,04/01/13,25,265,199,303,234,9,170,7,10,12,7,0,0,CA,0
2853,1981,Bachelor,Single,5176600,1,0,03/11/14,74,60,51,87,6,20,51,2,4,4,5,0,0,CA,0
2861,1984,Bachelor,Single,2407200,1,0,4/16/13,79,9,1,6,3,0,4,1,1,2,8,0,0,SP,0
2868,1950,Doctorate,Single,2651800,1,1,04/08/13,33,20,1,28,3,3,2,3,2,3,8,1,0,US,0
2870,1974,Bachelor,Couple,4909400,0,1,9/21/12,6,376,0,38,11,8,69,5,6,6,6,0,0,SP,0
2874,1989,Master,Single,3538800,1,0,03/07/13,20,6,4,7,4,3,8,1,1,3,7,0,0,SA,0
2875,1979,Bachelor,Couple,6702300,0,0,03/04/14,93,444,44,382,11,8,17,1,3,13,2,0,1,SP,0
2877,1975,Master,Couple,4601400,1,1,1/21/13,21,410,0,59,19,9,44,10,7,8,7,0,0,SA,0
2878,1948,Doctorate,Couple,6747200,0,1,9/28/13,93,162,31,127,8,17,69,2,4,7,3,0,0,SP,0
2882,1976,Master,Single,6789300,0,1,10/01/12,31,711,28,142,49,18,47,2,3,9,8,0,0,SA,0
2886,1972,Master,Single,7429000,0,1,08/12/13,70,1121,0,72,0,12,12,4,10,10,6,0,0,SP,2
2891,1964,Bachelor,Single,6811800,0,1,10/18/13,51,595,23,123,10,23,154,2,8,4,6,0,0,US,0
2894,1986,Bachelor,Single,7290300,0,0,10/29/13,74,1067,138,750,0,19,39,1,7,8,4,1,0,SP,3
2895,1964,Bachelor,Single,4998000,0,1,10/23/13,79,104,1,54,13,9,14,2,3,5,5,0,0,IND,0
2909,1975,Doctorate,Couple,7812800,0,1,2/19/14,89,934,24,230,16,24,36,2,8,6,3,0,0,GER,2
2918,1982,Bachelor,Single,2851000,1,1,4/13/13,72,44,5,19,0,4,19,3,2,4,5,0,0,SP,0
2920,1976,Doctorate,Single,5261400,0,1,12/01/12,63,789,0,142,12,9,38,2,2,8,8,0,0,ME,0
2926,1953,Master,Couple,5595100,0,1,8/23/12,62,1241,0,80,0,13,40,3,3,11,8,0,0,SA,2
2928,1976,Doctorate,Single,5261400,0,1,12/01/12,63,789,0,142,12,9,38,2,2,8,8,0,0,SP,0
2929,1977,Bachelor,Single,2018000,0,0,2/20/13,27,18,42,24,15,20,18,1,2,4,7,0,0,SP,0
2930,1979,Master,Single,6809200,0,0,12/16/13,7,852,60,207,78,36,48,2,2,10,5,0,0,SA,0
2931,1979,Bachelor,Single,7184700,0,0,9/21/12,95,737,21,106,55,63,210,0,6,9,3,0,0,SP,1
2936,1983,Master,Couple,2366100,1,0,12/04/13,46,18,0,4,0,0,1,1,1,3,7,0,0,SA,0
2937,1975,Doctorate,Single,6835200,0,1,8/28/13,47,614,16,132,43,33,33,3,8,9,6,0,0,CA,0
2939,1971,Master,Couple,7941900,0,0,6/22/14,96,751,127,687,20,15,31,1,4,4,2,0,0,CA,0
2942,1965,Bachelor,Single,4590600,0,1,05/07/13,20,305,3,27,4,3,144,2,5,4,5,0,0,SP,1
2945,1956,Doctorate,Couple,4601500,1,1,4/13/14,25,38,0,2,0,0,6,1,1,3,7,0,0,CA,2
2948,1955,Master,Single,6263700,0,1,03/01/14,76,104,12,48,4,12,5,1,2,5,2,0,0,CA,0
2952,1978,Master,Single,3627300,1,0,4/16/14,80,29,3,30,3,2,9,2,3,3,6,0,0,SP,0
2958,1979,Bachelor,Couple,2844200,2,0,2/24/14,53,19,3,10,11,8,6,3,2,4,4,0,0,SP,0
2961,1983,Bachelor,Couple,4208100,1,0,2/26/13,86,175,10,110,54,6,27,2,6,4,6,0,0,SP,1
2963,1980,Bachelor,Couple,7550700,0,0,05/02/14,56,709,93,374,104,80,80,1,8,6,3,0,0,AUS,0
2964,1982,Bachelor,Couple,2687200,0,0,10/16/13,0,3,10,8,3,16,32,1,1,2,6,0,0,CA,0
2968,1944,Doctorate,Single,4894800,0,0,02/01/13,53,437,8,206,160,49,42,2,7,5,6,1,0,AUS,1
2975,1977,Bachelor,Couple,8560600,0,1,11/12/12,89,717,42,864,219,30,84,2,6,9,3,0,0,SP,1
2980,1953,Master,Single,882000,1,1,3/22/13,52,12,0,13,4,2,4,4,3,3,8,0,0,CA,0
2986,1977,Bachelor,Couple,3077200,1,1,03/12/14,89,7,2,4,2,1,4,1,1,2,6,0,0,CA,0
2995,1958,Master,Couple,6663600,0,0,8/17/13,64,291,10,689,84,10,0,1,3,9,1,0,0,SP,0
3005,1993,Bachelor,Single,8352800,0,0,05/01/14,7,530,117,678,134,44,147,1,4,8,1,1,0,SP,2
3006,1977,Bachelor,Single,3099200,1,0,4/22/13,83,17,0,14,7,3,2,1,1,3,7,0,0,CA,0
3007,1967,Bachelor,Couple,3775800,1,1,10/04/12,49,27,2,10,0,0,1,2,1,3,8,0,0,IND,0
3009,1963,Doctorate,Single,7167000,0,0,07/09/13,8,1462,16,128,0,0,160,1,5,6,6,1,0,SP,3
3010,1990,Master,Couple,8842000,0,0,05/02/14,87,957,153,612,99,95,153,1,4,8,1,0,0,SP,3
3011,1966,Bachelor,Couple,6913900,0,1,1/27/14,23,86,12,75,33,15,6,1,4,5,4,0,0,SA,0
3025,1959,Bachelor,Single,4996700,0,1,07/08/13,4,212,6,69,4,12,3,3,6,5,7,0,0,CA,0
3032,1985,Bachelor,Couple,2457000,1,0,2/27/13,97,28,34,62,11,14,44,3,4,4,9,0,0,SP,0
3033,1964,Master,Couple,3862000,0,0,05/11/13,56,112,17,44,34,22,89,1,2,3,3,0,0,AUS,0
3037,1984,Doctorate,Couple,5015000,0,0,6/20/13,32,135,46,92,65,61,11,2,5,7,5,0,0,CA,0
3050,1967,Bachelor,Couple,5419800,1,1,12/17/13,13,185,0,28,3,2,17,6,3,6,4,0,0,SP,0
3056,1979,Bachelor,Single,6369300,0,1,10/14/13,63,587,43,337,42,87,54,3,11,9,6,0,0,SA,0
3066,1976,Doctorate,Couple,6190500,0,1,02/04/14,2,167,0,43,6,2,13,2,4,4,5,0,0,SA,0
3068,1991,Bachelor,Couple,1835100,0,0,10/29/13,1,1,12,9,0,14,7,1,2,3,7,0,0,SP,0
3074,1985,Doctorate,Couple,7064300,0,0,10/15/12,66,1218,107,304,23,143,33,1,5,4,6,1,0,SP,0
3075,1973,Doctorate,Couple,5997300,0,0,09/11/13,47,130,30,168,20,34,0,1,3,7,1,0,0,SP,0
3076,1976,Bachelor,Couple,6665300,1,1,09/07/12,18,452,18,102,16,18,6,4,4,12,3,0,0,AUS,0
3081,1979,Doctorate,Couple,4101400,1,0,4/22/13,65,7,2,6,2,0,3,1,1,2,7,0,0,SP,0
3083,1975,Bachelor,Couple,4583700,1,1,7/26/13,88,215,13,87,17,17,24,5,6,5,7,0,0,SP,0
3091,1982,Master,Couple,7577400,1,0,05/02/14,27,340,21,134,258,14,56,1,7,8,4,0,0,SA,0
3099,1971,Bachelor,Single,4426700,1,1,2/25/13,48,183,5,65,3,5,49,5,5,4,9,0,0,SP,0
3102,1982,Master,Couple,1941400,1,0,10/16/13,32,2,3,12,3,5,7,1,1,3,8,0,0,CA,0
3104,1962,Bachelor,Single,8233200,0,0,9/17/12,89,830,59,968,51,79,19,1,5,12,2,1,0,GER,1
3107,1977,Bachelor,Couple,7132200,0,1,05/02/14,31,121,24,124,24,15,42,1,4,7,2,0,0,AUS,0
3112,1978,Master,Couple,2270100,1,0,09/05/13,2,2,4,9,0,4,5,1,1,3,5,0,0,SP,0
3120,1982,Bachelor,Couple,3854700,1,0,8/28/13,49,6,1,10,0,1,4,1,1,2,8,0,1,CA,0
3129,1984,Bachelor,Couple,3009600,1,0,5/22/14,30,5,3,11,12,5,9,1,2,3,6,0,0,SP,0
3130,1965,Bachelor,Single,1870100,1,1,06/04/13,95,12,4,2,10,6,10,4,2,4,5,0,0,SP,0
3136,1963,Master,Single,5943200,0,1,4/13/13,88,317,25,265,25,19,12,3,5,11,5,0,0,SP,0
3138,1957,Bachelor,Single,9124900,0,0,10/20/12,84,1324,27,119,71,108,27,0,7,6,4,1,0,SP,4
3139,1983,Master,Single,7411600,0,0,12/30/13,53,871,111,704,145,55,166,1,4,10,2,0,0,SA,1
3152,1958,Bachelor,Couple,2609100,1,1,2/25/14,84,15,10,19,8,17,20,3,2,3,5,0,0,IND,0
3153,1958,Doctorate,Single,4073700,2,1,12/08/13,24,11,0,4,0,0,2,1,1,2,8,0,0,SA,0
3158,1974,Bachelor,Couple,3230000,1,0,01/03/13,1,13,3,6,6,5,6,1,1,3,8,0,0,SP,0
3170,1958,Master,Couple,6814800,0,0,8/31/13,86,389,66,408,37,57,85,1,4,6,2,0,0,SP,0
3174,1960,Bachelor,Couple,8777100,0,1,5/22/13,61,1492,38,287,50,57,33,1,5,4,6,1,0,SP,4
3179,1981,Bachelor,Single,8174100,0,0,6/16/13,75,249,153,940,58,134,38,0,6,7,2,0,0,SP,0
3182,1974,Doctorate,Single,4685400,1,1,3/31/14,81,96,1,79,7,1,79,6,5,3,8,1,0,IND,1
3194,1975,Doctorate,Single,7146600,0,0,04/05/14,86,412,12,546,78,182,0,1,4,10,1,0,0,CA,0
3197,1981,Bachelor,Couple,7735300,0,1,12/16/13,38,275,59,107,69,101,59,2,6,8,4,0,0,SP,0
3202,1988,Doctorate,Couple,5156300,0,0,10/01/12,60,1166,0,48,0,0,36,1,4,10,8,0,0,SA,2
3220,1984,Bachelor,Couple,3992200,1,0,2/14/13,30,29,12,59,19,1,36,2,3,4,8,0,0,GER,0
3225,1985,Master,Couple,4220700,1,0,04/01/13,71,116,11,72,3,17,46,4,4,5,6,1,0,SP,1
3231,1974,Bachelor,Couple,3797100,1,0,11/25/13,97,5,4,10,2,2,7,1,1,3,8,0,0,US,0
3233,1966,Doctorate,Couple,6274500,0,1,3/23/13,89,562,21,464,28,10,32,3,7,11,5,0,0,SA,0
3254,1972,Bachelor,Couple,7088600,1,0,10/14/13,65,407,70,239,103,88,53,1,5,4,2,0,0,SP,0
3262,1959,Bachelor,Single,6828100,0,0,08/07/12,31,995,112,417,42,48,41,1,2,13,5,1,0,SP,0
3265,1960,Bachelor,Couple,3570100,0,0,3/19/13,36,21,1,9,7,3,5,1,1,3,6,0,0,SP,0
3266,1965,Bachelor,Couple,4252300,0,0,4/23/14,96,14,36,11,3,26,35,1,1,4,2,0,0,CA,0
3267,1964,Master,Couple,5728800,0,1,6/25/14,27,527,0,21,0,0,60,3,8,8,6,0,0,CA,1
3270,1979,Master,Couple,1711700,1,0,1/17/13,96,12,23,38,30,18,7,4,3,3,9,0,0,SA,0
3276,1977,Master,Couple,3630100,1,0,10/25/13,53,11,12,35,3,5,12,1,3,3,7,0,0,SA,0
3277,1956,Bachelor,Single,4943100,0,1,08/03/12,9,219,3,100,26,0,17,2,7,5,8,0,0,SP,0
3281,1961,Doctorate,Couple,4915400,1,1,11/03/13,69,206,10,67,30,27,71,6,4,8,6,0,0,SP,0
3283,1973,Master,Couple,7093200,0,1,1/19/14,57,200,193,100,46,185,185,2,6,12,3,0,0,SP,0
3286,1968,Doctorate,Single,2664200,1,0,03/01/14,71,13,2,15,2,2,8,2,2,3,6,0,0,SP,0
3298,1957,Master,Couple,5297300,0,1,11/08/12,92,856,0,76,12,9,199,7,9,9,8,0,0,SA,0
3308,1953,Bachelor,Couple,3570400,1,1,01/03/14,54,30,9,12,2,11,30,3,2,4,4,0,0,SA,0
3310,1974,Master,Couple,3568800,2,1,8/22/12,94,73,3,90,12,1,32,7,4,4,8,0,0,SP,0
3312,1989,Bachelor,Single,3417600,1,0,05/12/14,12,5,7,24,19,14,20,4,3,4,6,0,0,IND,0
3321,1968,Doctorate,Couple,5657500,0,2,05/05/13,42,421,5,90,0,16,10,3,7,7,5,0,0,CA,0
3332,1986,Bachelor,Single,2976000,1,0,8/29/12,87,64,4,68,7,5,17,4,3,4,8,0,0,GER,0
3334,1952,Bachelor,Couple,9464200,0,0,02/12/14,35,879,143,797,106,143,143,0,5,9,1,0,0,SP,2
3336,1949,Doctorate,Couple,6637500,0,1,11/21/13,96,712,0,45,0,0,191,3,2,5,7,0,0,AUS,1
3340,1978,Bachelor,Couple,4201400,1,0,8/17/12,56,244,15,108,4,15,50,6,7,6,8,1,0,CA,0
3363,1975,Master,Couple,2013000,0,0,3/17/14,99,0,6,3,7,6,12,1,1,3,8,0,0,SP,0
3376,1971,Master,Single,5528200,1,0,12/13/13,9,125,6,73,8,4,19,1,3,6,4,0,0,SP,0
3381,1954,Master,Couple,5434800,1,1,06/08/14,51,70,0,16,0,0,4,2,2,4,6,0,0,CA,0
3386,1993,Bachelor,Couple,3493500,0,0,6/21/13,71,34,4,66,3,10,20,1,2,4,7,0,0,SP,0
3388,1968,Bachelor,Single,7084400,1,1,10/30/13,16,129,26,67,3,67,2,5,6,5,7,0,0,GER,0
3389,1971,Bachelor,Couple,6901600,0,1,11/22/12,61,726,53,363,123,107,161,4,8,13,5,0,0,SP,0
3403,1959,Doctorate,Couple,7895200,0,1,9/24/12,11,1170,19,594,99,76,134,2,2,12,6,0,0,SP,0
3406,1965,Bachelor,Single,4598900,0,1,10/22/12,97,138,33,87,28,24,12,4,3,7,3,0,0,SA,0
3409,1985,Bachelor,Single,3610800,1,0,10/15/13,68,141,8,129,3,11,47,3,7,4,9,0,0,SA,1
3412,1952,Master,Couple,6738100,0,1,1/15/13,67,815,8,53,11,0,70,4,2,9,7,0,0,SP,1
3421,1969,Master,Single,6384100,0,1,4/21/13,64,635,15,100,20,7,131,1,9,9,6,0,0,AUS,0
3422,1976,Bachelor,Couple,7606800,0,1,11/29/12,67,1115,12,128,33,12,76,1,2,4,6,0,0,GER,2
3426,1976,Bachelor,Single,7030000,1,0,7/15/13,89,1045,61,338,60,46,46,3,5,13,8,0,0,SP,0
3427,1956,Doctorate,Couple,5982100,0,1,04/12/13,11,629,0,70,0,0,35,6,11,7,8,0,0,SA,0
3428,1992,Doctorate,Couple,6868200,0,0,10/06/13,56,919,0,505,99,30,45,1,4,10,2,0,0,SP,0
3433,1956,Master,Couple,7263500,0,0,06/03/13,54,390,22,323,104,35,107,1,6,6,3,0,0,SP,1
3434,1952,Bachelor,Single,8087200,0,0,05/12/14,60,483,72,567,94,12,108,1,4,10,1,0,0,SP,0
3436,1970,Bachelor,Couple,1404500,1,0,1/26/14,24,11,0,5,2,1,1,1,1,3,7,0,0,SP,0
3439,1973,Bachelor,Couple,5672100,1,1,10/31/12,64,157,6,39,6,13,75,5,4,5,6,0,0,SP,0
3445,1957,Bachelor,Single,6071400,0,0,1/17/13,56,216,162,224,101,92,162,2,7,10,5,1,0,SA,0
3463,1976,Doctorate,Couple,6928300,0,1,6/14/14,41,674,62,134,0,26,8,4,7,13,5,0,0,IND,0
3469,1978,Doctorate,Single,3448700,1,1,09/06/12,94,19,18,33,24,1,8,3,3,3,9,0,0,SP,0
3478,1972,Doctorate,Couple,6058500,1,1,6/24/13,17,267,42,309,55,42,21,10,7,9,5,1,0,CA,0
3479,1951,Bachelor,Single,1681300,0,0,7/19/13,49,4,8,11,12,2,13,1,2,3,7,0,0,CA,1
3483,1959,Bachelor,Couple,4819200,0,0,04/06/13,76,1039,43,204,153,58,29,3,2,12,8,1,0,CA,3
3491,1976,Bachelor,Couple,5591400,0,1,4/29/13,32,384,60,364,119,101,232,4,11,8,7,0,0,US,0
3498,1977,Doctorate,Couple,5542400,0,1,11/25/12,6,462,61,184,10,53,107,4,7,9,6,1,0,SP,1
3503,1951,Bachelor,Single,8246000,0,0,12/02/13,78,255,47,573,52,32,15,1,5,6,1,0,0,SA,0
3507,1971,Bachelor,Single,7646700,1,0,8/17/12,44,676,161,426,210,44,58,2,2,5,6,1,0,US,0
3515,1953,Bachelor,Single,6230700,0,1,2/17/14,94,87,13,34,10,6,10,1,4,4,5,0,0,SP,0
3517,1953,Bachelor,Single,4088700,1,1,05/06/13,32,50,4,44,10,10,43,3,3,3,9,1,0,SP,0
3518,1984,Bachelor,Couple,2527100,1,0,12/05/12,45,10,1,18,10,4,7,1,1,2,9,0,0,IND,0
3520,1991,Master,Single,9117200,0,0,3/27/13,94,162,28,818,0,28,56,0,4,7,3,1,0,CA,4
3523,1963,Bachelor,Couple,7507200,0,1,1/23/13,83,583,34,309,0,22,125,2,5,8,3,0,0,SP,0
3524,1972,Master,Single,3976300,1,0,08/04/13,9,80,1,60,4,6,16,2,5,2,9,1,0,SP,0
3525,1971,Bachelor,Couple,3820000,1,1,12/07/12,19,12,0,4,0,0,1,1,1,2,7,0,0,SP,0
3526,1969,Doctorate,Couple,3844300,1,1,1/27/14,58,32,0,5,0,0,1,2,1,3,7,0,0,SP,0
3535,1966,Bachelor,Single,6629400,0,0,3/17/14,68,251,108,334,65,92,117,1,4,5,2,0,0,SP,0
3536,1961,Bachelor,Couple,1974000,0,1,3/24/13,65,7,11,3,10,4,20,2,1,3,5,0,0,IND,0
3537,1982,Bachelor,Couple,3108900,1,0,8/17/12,57,31,3,31,2,8,4,3,3,4,8,0,0,SP,0
3547,1970,Master,Couple,4102100,1,0,12/30/12,12,14,7,9,6,16,12,2,2,3,6,1,0,SA,0
3551,1955,Master,Couple,6003300,0,1,3/29/14,28,62,1,57,19,11,48,2,2,5,2,0,0,SP,0
3559,1989,Master,Couple,1624800,1,0,05/10/14,77,12,11,10,3,12,9,3,2,3,6,0,0,IND,0
3560,1953,Bachelor,Couple,8384400,0,0,05/12/13,57,901,31,345,75,31,191,1,4,11,1,0,0,GER,1
3565,1956,Master,Couple,3845200,1,1,3/30/14,62,56,0,14,0,0,2,3,3,3,7,0,0,SP,0
3570,1970,Doctorate,Couple,4273100,1,0,10/21/13,64,159,2,51,6,2,24,3,4,5,5,0,0,SA,0
3571,1962,Doctorate,Couple,6334200,0,1,10/16/12,48,918,21,118,13,10,21,3,8,5,6,1,0,SP,1
3578,1950,Bachelor,Single,4916000,0,1,10/20/13,29,122,21,43,25,10,15,2,3,6,6,0,0,SP,0
3584,1956,Doctorate,Single,4966700,0,0,8/20/12,35,1181,26,120,17,13,39,2,5,5,8,1,0,CA,1
3594,1974,Master,Couple,5410800,1,1,11/05/12,74,539,6,91,8,6,97,13,8,9,8,0,0,CA,0
3595,1964,Bachelor,Couple,7722600,0,1,2/28/14,29,631,43,239,128,76,21,2,6,12,3,0,0,SP,0
3598,1973,Bachelor,Couple,6271000,0,1,5/23/13,53,441,35,83,7,29,11,4,4,12,4,0,0,SP,0
3599,1971,Bachelor,Couple,6368400,0,1,11/26/12,61,575,80,428,208,93,80,3,8,8,5,0,0,SP,0
3602,1959,Master,Couple,5141200,0,1,12/31/13,42,140,3,29,4,5,14,2,3,4,4,0,0,SP,0
3619,1961,Master,Single,8730500,0,0,9/23/12,19,345,25,501,63,138,80,1,5,8,2,1,0,AUS,1
3623,1977,Bachelor,Couple,2167500,1,0,06/11/14,55,4,0,16,17,4,4,3,4,3,7,0,0,IND,0
3628,1988,High School / Below,Single,1503800,1,0,1/29/13,93,4,8,11,19,12,26,2,2,2,9,0,0,SP,0
3629,1979,Bachelor,Single,3855700,1,0,12/19/12,17,76,3,31,4,4,27,2,3,3,7,0,0,CA,0
3635,1963,Doctorate,Single,5259700,0,1,05/07/14,69,492,0,37,7,0,42,3,6,8,5,0,0,SA,0
3641,1977,Bachelor,Couple,1362400,1,0,1/20/13,93,10,2,15,2,1,6,2,2,3,6,0,0,SP,0
3643,1975,Master,Couple,6320600,0,0,3/20/14,65,750,8,125,11,8,26,1,4,6,2,0,0,CA,1
3645,1973,Doctorate,Single,2721300,1,0,8/30/12,19,19,3,26,10,9,3,3,2,4,8,1,0,SP,0
3657,1987,Bachelor,Single,3914600,1,0,2/14/13,1,94,1,33,13,12,12,3,4,4,8,0,0,SP,0
3661,1996,Master,Single,8061700,0,0,10/12/12,42,594,51,631,72,55,32,1,4,8,2,0,0,IND,0
3665,1978,Master,Couple,2531500,1,0,11/07/13,46,1,9,8,11,3,22,3,3,3,8,0,0,SP,0
3667,1970,Bachelor,Couple,8095200,0,0,2/28/13,20,778,178,689,41,27,44,1,8,11,8,1,0,GER,3
3673,1972,Bachelor,Single,5523900,0,1,7/14/13,59,371,17,238,23,24,106,3,7,11,5,0,0,SA,0
3678,1974,Bachelor,Single,6020800,1,1,10/07/12,13,488,23,71,15,0,59,11,8,7,7,1,0,SP,1
3690,1987,Master,Couple,8014100,0,0,01/11/13,20,1184,102,673,52,40,40,1,7,10,6,1,0,SP,1
3696,1966,Bachelor,Single,3063000,1,1,1/27/14,67,27,1,12,2,0,10,2,2,3,7,0,0,SP,0
3697,1955,Bachelor,Couple,3989800,0,1,02/12/13,20,69,8,26,12,7,12,2,3,4,7,0,0,CA,0
3698,1984,Bachelor,Couple,7868700,0,0,08/09/12,13,817,185,687,145,55,241,1,4,8,2,1,0,SP,1
3706,1979,Bachelor,Single,2864700,1,0,8/21/13,54,19,8,29,0,12,26,1,2,2,7,1,0,SP,1
3710,1985,Doctorate,Single,3968400,1,0,10/12/12,41,19,0,35,6,4,17,2,2,2,7,1,1,SP,0
3711,1945,Master,Couple,8018400,0,0,03/01/14,19,1035,134,670,25,38,0,1,6,10,3,0,0,SP,2
3712,1960,Bachelor,Single,5233200,0,0,8/28/13,63,212,5,33,7,0,2,1,3,6,4,0,0,IND,1
3717,1960,Bachelor,Couple,6118000,0,1,4/23/14,70,403,24,29,6,24,218,2,5,6,3,0,0,SP,1
3722,1973,Bachelor,Single,4450300,1,1,4/16/14,83,31,1,8,0,0,8,2,2,3,6,0,0,SP,0
3725,1962,Doctorate,Single,8486500,0,0,05/09/13,1,1248,16,349,43,16,16,1,2,9,4,1,0,SP,4
3726,1987,Doctorate,Couple,3432000,1,0,2/16/14,66,4,1,9,3,0,0,1,1,2,8,0,0,SA,0
3732,1956,Master,Couple,5275000,0,1,02/04/13,72,393,0,239,90,69,69,6,5,9,4,0,0,CA,0
3745,1989,Master,Couple,2333100,1,0,09/04/12,92,5,36,7,0,10,45,2,3,3,8,0,0,IND,0
3749,1974,Bachelor,Couple,7392600,0,0,03/02/13,54,627,91,597,159,91,15,1,6,12,3,0,0,CA,0
3759,1959,Bachelor,Couple,6519600,0,2,7/25/13,34,743,19,181,12,0,200,2,7,11,5,0,0,SP,1
3762,1987,Doctorate,Single,6986700,0,0,04/02/13,30,196,0,512,33,130,54,1,3,8,1,1,0,SA,1
3766,1960,Master,Single,3305100,0,0,8/16/12,15,100,71,243,108,94,219,3,9,8,9,1,0,SP,0
3767,1969,Bachelor,Couple,6131400,0,1,4/25/13,1,378,0,189,97,172,172,2,5,12,3,0,0,SP,0
3783,1960,Doctorate,Couple,5285400,1,1,3/24/14,43,105,0,10,0,1,0,2,2,4,5,0,0,SA,0
3790,1957,Bachelor,Couple,3463300,2,1,1/23/14,31,8,1,5,0,0,1,1,1,2,6,0,0,SA,0
3798,1969,Bachelor,Couple,4112000,1,1,11/06/13,80,24,2,23,0,8,24,3,2,3,6,0,0,SP,0
3799,1956,Bachelor,Couple,6722500,0,1,11/26/13,4,315,35,322,46,7,143,3,7,11,5,0,0,US,0
3807,1956,Bachelor,Couple,5992500,0,1,11/30/12,83,473,21,176,19,21,56,3,9,9,6,0,0,SP,0
3828,1952,Bachelor,Couple,7110700,0,1,2/17/13,61,533,10,217,198,174,195,2,7,13,4,0,0,SP,0
3829,1980,High School / Below,Couple,2459400,1,0,12/10/13,94,1,3,6,10,0,9,1,1,3,5,0,0,SA,0
3830,1954,Master,Couple,5935400,0,2,4/24/14,59,295,21,78,39,13,13,1,4,7,3,0,0,CA,0
3834,1963,Bachelor,Single,6962700,0,1,3/17/13,35,231,161,215,171,30,53,2,8,11,5,0,0,US,0
3839,1959,High School / Below,Single,1505600,1,1,05/03/13,76,6,12,3,21,6,40,5,2,3,5,0,0,SP,0
3846,1975,Bachelor,Couple,4255700,0,1,8/29/12,98,192,5,53,0,5,15,4,6,4,8,0,0,SP,0
3850,1964,High School / Below,Couple,1491800,0,1,12/07/12,52,3,3,3,15,4,15,1,1,3,6,0,0,IND,0
3852,1962,Master,Couple,7488100,1,1,03/08/13,48,505,72,270,36,27,54,4,9,12,5,0,0,IND,0
3855,1964,Bachelor,Couple,2241900,0,0,4/18/13,74,30,3,47,19,21,42,1,3,2,8,0,0,CA,0
3856,1961,Bachelor,Couple,6338100,0,1,10/05/12,78,571,50,142,33,50,159,4,4,13,2,0,0,SP,0
3859,1948,Doctorate,Couple,7305900,0,1,8/31/13,36,410,112,420,0,82,71,1,9,13,4,0,0,SA,0
3865,1978,Master,Couple,2098100,0,0,4/30/13,14,2,12,10,6,13,30,1,3,2,8,1,0,CA,0
